Kazakhstan	Make pessimistic comment	United States
Men (Germany)	Express intent to meet or negotiate	Philippines
Police (Serbia)	Arrest, detain, or charge with legal action	Citizen (Australia)
Anwar Gargash	Make statement	Qatar
Ethiopia	Return, release person(s)	Merera Gudina
Government (Ethiopia)	Ease administrative sanctions	Merera Gudina
Merera Gudina	Make an appeal or request	Government (Ethiopia)
Criminal (Singapore)	Make statement	Member of the Judiciary (Singapore)
Head of Government (Yemen)	Make statement	Yemen
Édouard Philippe	Make statement	France
Bashishtha Narayan Singh	Make statement	Bharatiya Janata
Nitish Kumar	Praise or endorse	Narendra Modi
National Assembly of Azerbaijan	Make statement	Azerbaijan
National Assembly of Azerbaijan	Make statement	Bulgaria
Environment Department/Ministry (Bulgaria)	Make statement	Bulgaria
Sali Berisha	Rally support on behalf of	Oliver Ivanovic
Sali Berisha	Make an appeal or request	Other Authorities / Officials (Kosovo)
Defense / Security Ministry (Maldives)	Make statement	Other Authorities / Officials (Maldives)
Governor (Africa)	Consult	Akinwumi Adesina
Akinwumi Adesina	Consult	Governor (Africa)
Akinwumi Adesina	Make statement	African Development Bank Group
Police (Australia)	Accuse	Women (Australia)
Murderer (Australia)	Use unconventional violence	Children (Australia)
Libya	Arrest, detain, or charge with legal action	Citizen (Georgia)
Kidnapper (Nigeria)	Abduct, hijack, or take hostage	Nigeria
Kidnapper (Nigeria)	Use unconventional violence	Police (Nigeria)
Police (Nigeria)	Use conventional military force	Kidnapper (Nigeria)
Mario Monti	Accuse	Political Parties (Italy)
Anton Siluanov	Make statement	Russia
Ministry (India)	Consult	Education Ministry (India)
Education Ministry (India)	Consult	Ministry (India)
Kolinda Grabar-Kitarović	Express intent to cooperate	Valentin Inzko
Kolinda Grabar-Kitarović	Express intent to cooperate	Unidentified State Actor
Unidentified State Actor	Express intent to cooperate	Kolinda Grabar-Kitarović
Kolinda Grabar-Kitarović	Consult	Valentin Inzko
Valentin Inzko	Consult	Kolinda Grabar-Kitarović
Croatia	Host a visit	Stepan Poltorak
Stepan Poltorak	Make a visit	Croatia
Stepan Poltorak	Praise or endorse	Andrej Plenkovic
Stepan Poltorak	Consult	Government (Croatia)
Government (Croatia)	Consult	Stepan Poltorak
Abu Mohammad al-Golani	Reject	Kazakhstan
Saad Hariri	Accuse	Iran
Saad Hariri	Accuse	Hezbollah
Ministry (Czech Republic)	Express intent to cooperate	Andrej Babis
Andrej Babis	Express intent to cooperate	Ministry (Czech Republic)
Angela Merkel	Make an appeal or request	Social Democratic Party (Germany)
United Nations	Make statement	Staffan de Mistura
Democratic Party of Moldova	Make statement	Liberal Party (Moldova)
Foreign Affairs (Finland)	Make optimistic comment	Russia
Kai Mykkänen	Consult	Dmitry Nikolayevich Kozak
Business (Finland)	Host a visit	Maxim Oreshkin
Dmitry Nikolayevich Kozak	Consult	Kai Mykkänen
Maxim Oreshkin	Make a visit	Business (Finland)
Parliament of Georgia	Express intent to meet or negotiate	Ukraine
Parliament of Georgia	Express intent to meet or negotiate	Petro Poroshenko
Domestic Affairs (Georgia)	Arrest, detain, or charge with legal action	Citizen (Georgia)
Citizen (Kenya)	Use unconventional violence	Indigenous People (Kenya)
United Nations	Provide aid	Citizen (Palestinian Territory, Occupied)
Citizen (Angola)	Appeal for humanitarian aid	Angola
Military (Angola)	Use conventional military force	Citizen (Angola)
Other Authorities / Officials (Angola)	Praise or endorse	Militia (Angola)
Emmanuel Macron	Express intent to engage in diplomatic cooperation (such as policy support)	Theresa May
Emmanuel Macron	Express intent to provide economic aid	France
Theresa May	Express intent to engage in diplomatic cooperation (such as policy support)	Emmanuel Macron
Theresa May	Express intent to provide economic aid	France
Devendra Fadnavis	Host a visit	Benjamin Netanyahu
Benjamin Netanyahu	Make a visit	Devendra Fadnavis
Party Member (Norway)	Make statement	Norway
Police (South Africa)	Praise or endorse	Business (South Africa)
Criminal (China)	Occupy territory	China
Media Personnel (South Africa)	Make statement	Business (South Africa)
Protester (Sudan)	Demonstrate or rally	Sudan
Military Personnel - Special (Sudan)	Physically assault	Protester (Sudan)
Turkey	Use conventional military force	Turkish Kurds
Recep Tayyip Erdoğan	Threaten	Turkish Kurds
Jüri Ratas	Make statement	Business (Estonia)
Haile-Mariam Desalegne	Engage in negotiation	Somaliland
Somaliland	Make statement	Ethiopia
Somaliland	Engage in negotiation	Haile-Mariam Desalegne
Student (Namibia)	Express intent to meet or negotiate	Representatives (Namibia)
António Manuel de Oliveira Guterres	Make statement	Namibia
Citizen (Russia)	Express intent to engage in diplomatic cooperation (such as policy support)	Party Member (Russia)
Government (Romania)	Host a visit	Klaus Johannis
Klaus Johannis	Make a visit	Government (Romania)
Varujan Pambuccian	Make statement	Police (Romania)
Head of Government (Georgia)	Make statement	Appeals Court (Georgia)
Nana Addo Dankwa Akufo-Addo	Make statement	Ghana
Russia	Rally support on behalf of	Iraq
Representatives (United States)	Investigate	Russia
Jean-Claude Juncker	Make statement	Belgium
United Nations	Make an appeal or request	Citizen (Palestinian Territory, Occupied)
Palestinian Territory, Occupied	Engage in diplomatic cooperation	United Nations
Taro Kono	Make pessimistic comment	North Korea
Katsunobu Kato	Consider policy option	United States
Katsunobu Kato	Praise or endorse	Donald Trump
Criminal (Brazil)	Reduce or stop humanitarian assistance	Citizen (Brazil)
Foreign Affairs (Italy)	Consult	Raimundas Karoblis
Raimundas Karoblis	Consult	Foreign Affairs (Italy)
Raimundas Karoblis	Praise or endorse	Foreign Affairs (Italy)
Lithuania	Provide military aid	North Atlantic Treaty Organization
Head of Government (Palestinian Territory, Occupied)	Criticize or denounce	Head of Government (United States)
Jean-Claude Juncker	Make optimistic comment	United Kingdom
Police (Germany)	Use conventional military force	Germany
Police (Poland)	Engage in material cooperation	Police (Germany)
Hungary	Accuse	George Soros
Lawyer/Attorney (Chile)	Make statement	Police (Chile)
Israel	Refuse to release persons or property	Activist (Palestinian Territory, Occupied)
Muslim (Tanzania)	Demonstrate or rally	Unspecified Actor
Citizen (Kenya)	Use unconventional violence	Police (Kenya)
Viorica Dăncilă	Praise or endorse	Klaus Johannis
Legislature (Italy)	Mobilize or increase police power	Niger
Armed Gang (Boko Haram)	Carry out suicide bombing	Citizen (Nigeria)
Nitin Gadkari	Make statement	India
Kolinda Grabar-Kitarović	Consult	Archbishop (Bosnia and Herzegovina)
Archbishop (Bosnia and Herzegovina)	Consult	Kolinda Grabar-Kitarović
Foreign Affairs (United Kingdom)	Express intent to cooperate	Iran
Iran	Engage in diplomatic cooperation	Syria
Syria	Engage in diplomatic cooperation	Iran
Iran	Praise or endorse	Syria
United Nations	Engage in diplomatic cooperation	Refugee (Palestinian Territory, Occupied)
Islamic State of Iraq and the Levant	Criticize or denounce	Donald Trump
Hassan Rouhani	Consult	Nabih Berri
Nabih Berri	Consult	Hassan Rouhani
Main Opposition (Moldova)	Criticize or denounce	Traian Basescu
Staffan de Mistura	Accuse	Government (Syria)
Germany	Host a visit	Mário Centeno
Mário Centeno	Make a visit	Germany
Peter Altmaier	Consult	Mário Centeno
Mário Centeno	Consult	Peter Altmaier
United Nations	Host a visit	Nikki Haley
UN Security Council	Host a visit	Nikki Haley
Nikki Haley	Make a visit	United Nations
Nikki Haley	Make a visit	UN Security Council
Taliban	Engage in negotiation	Government (Afghanistan)
Government (Afghanistan)	Engage in negotiation	Taliban
European Union	Accuse	Russia
Georgia	Praise or endorse	European Union
Georgia	Make statement	Latvia
Raimonds Vejonis	Appeal for political reform	Georgia
Member of Legislative (Govt) (Georgia)	Consult	Raimonds Vejonis
Raimonds Vejonis	Consult	Member of Legislative (Govt) (Georgia)
Raimonds Vejonis	Make an appeal or request	Georgia
Citizen (China)	Rally opposition against	Media (China)
Senate (Russia)	Make statement	United States
Nikki Haley	Investigate	Afghanistan
Liviu Dragnea	Make statement	Klaus Johannis
Lawyer/Attorney (Italy)	Investigate	Citizen (United Kingdom)
Government (Netherlands)	Make statement	Halbe Zijlstra
Azerbaijan	Engage in diplomatic cooperation	Russia
Head of Government (Israel)	Make optimistic comment	India
Manohar Lal Khattar	Make an appeal or request	Political Parties (India)
Manohar Lal Khattar	Express intent to cooperate	Citizen (India)
Manohar Lal Khattar	Make statement	Government (India)
Czech Republic	Praise or endorse	Andrej Babis
Rafael Correa	Reduce relations	PAIS Alliance
Radio Cooperativa	Make statement	Holy See (Vatican City State)
Lawyer/Attorney (Kosovo)	Arrest, detain, or charge with legal action	Citizen (Kosovo)
Afghanistan	Threaten	United States
Rex Tillerson	Threaten	North Korea
Hunter (Saudi Arabia)	Use unconventional violence	Men (Saudi Arabia)
Ellen Johnson-Sirleaf	Consult	Barack Obama
Barack Obama	Consult	Ellen Johnson-Sirleaf
Barack Obama	Express intent to meet or negotiate	Ellen Johnson-Sirleaf
George Weah	Express intent to cooperate	Citizen (Liberia)
George Weah	Make an appeal or request	Party Member (Liberia)
George Weah	Praise or endorse	House of Representatives (Liberia)
European Union	Engage in diplomatic cooperation	Cameroon
Cameroon	Engage in diplomatic cooperation	European Union
Media (Malawi)	Criticize or denounce	Arthur Peter Mutharika
Arthur Peter Mutharika	Make statement	Media (Malawi)
Member of the Judiciary (Kenya)	Reject	Senate (Kenya)
Patrick Chinamasa	Make statement	Government (Zimbabwe)
Klaus Johannis	Praise or endorse	Viorica Dăncilă
Kuwait	Mediate	Qatar
Mariano Rajoy Brey	Express intent to engage in diplomatic cooperation (such as policy support)	Maris Kucinskis
Maris Kucinskis	Express intent to engage in diplomatic cooperation (such as policy support)	Mariano Rajoy Brey
Maris Kucinskis	Make statement	Latvia
United Kingdom	Impose restrictions on political freedoms	Citizen (United States)
Domestic Affairs (Afghanistan)	Praise or endorse	Police (Afghanistan)
United Nations	Engage in negotiation	Government (Yemen)
Government (Yemen)	Engage in negotiation	United Nations
United Nations	Consult	Ahmed bin Ahmed al-Maysari
Ahmed bin Ahmed al-Maysari	Consult	United Nations
Media (Yemen)	Make statement	Ahmed bin Ahmed al-Maysari
South Korea	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (South Korea)
Anton Siluanov	Make statement	Ministry (Russia)
Foreign Affairs (Azerbaijan)	Make statement	United Nations
Elmar Mammadyarov	Make a visit	France
France	Host a visit	Elmar Mammadyarov
Georgia	Express intent to cooperate economically	China
China	Express intent to cooperate economically	Georgia
Turkey	Cooperate economically	Syria
Somnath Bharti	Accuse	Bharatiya Janata
Gopal Rai	Make statement	Bharatiya Janata
Police (Malaysia)	Arrest, detain, or charge with legal action	Children (Malaysia)
Taiwan	Host a visit	Immigrants (Vietnam)
Immigrants (Vietnam)	Make a visit	Taiwan
Immigrants (Vietnam)	Make an appeal or request	Government (Taiwan)
Lawmaker (Taiwan)	Make statement	Government (Taiwan)
Citizen (Romania)	Apologize	Head of Government (Japan)
Shinzo Abe	Express intent to meet or negotiate	Mihai Tudose
Djibouti	Make a visit	Ethiopia
Ethiopia	Host a visit	Djibouti
Ethiopia	Host a visit	Sudan
Ethiopia	Host a visit	Somalia
Ethiopia	Host a visit	South Sudan
Sudan	Make a visit	Ethiopia
Somalia	Make a visit	Ethiopia
South Sudan	Make a visit	Ethiopia
World Health Organization	Make statement	Health Ministry (Kenya)
Police (Canada)	Investigate	Citizen (Canada)
Russia	Arrest, detain, or charge with legal action	Boris Abramovich Berezovsky
Foreign Affairs (Latvia)	Make statement	North Atlantic Treaty Organization
Facebook	Investigate	Russia
Canada	Consult	Russia
Russia	Consult	Canada
North Atlantic Treaty Organization	Meet at a 'third' location	Petr Pavel
Petr Pavel	Meet at a 'third' location	North Atlantic Treaty Organization
Justin Trudeau	Make statement	Switzerland
Petro Poroshenko	Make statement	United States
Hungary	Make statement	George Soros
George Soros	Reject	Hungary
Armed Gang (Boko Haram)	Carry out suicide bombing	Boko Haram
African Union	Engage in negotiation	Foreign Affairs (Egypt)
Foreign Affairs (Egypt)	Engage in negotiation	African Union
Africa	Praise or endorse	African Union
Domestic Affairs (India)	Make statement	Ajit Doval
Communist Party of India (Marxist)	Make an appeal or request	Election Commission (India)
Rashtriya Swayamsevak Sangh	Consult	Bharatiya Janata
Rashtriya Swayamsevak Sangh	Consult	Ajit Doval
Bharatiya Janata	Consult	Rashtriya Swayamsevak Sangh
Bharatiya Janata	Consult	Ajit Doval
Ajit Doval	Consult	Rashtriya Swayamsevak Sangh
Ajit Doval	Consult	Bharatiya Janata
Sebastian Kurz	Engage in symbolic act	Angela Merkel
Angela Merkel	Engage in symbolic act	Sebastian Kurz
European Union	Engage in diplomatic cooperation	Labor Union (Russia)
Labor Union (Russia)	Engage in diplomatic cooperation	European Union
Council of Europe	Appeal for intelligence	Other Authorities / Officials (Russia)
Ministry (Canada)	Consult	Media (Canada)
Media (Canada)	Consult	Ministry (Canada)
Al Jazeera	Make statement	Government (Spain)
African Development Bank	Express intent to cooperate	Citizen (Liberia)
Liberia Anti-Corruption Commission	Make an appeal or request	Party Member (Liberia)
Liberia Anti-Corruption Commission	Make statement	Party Member (Liberia)
Lawyer/Attorney (Liberia)	Make an appeal or request	Citizen (Liberia)
Ditmir Bushati	Make statement	Albania
Germany	Reduce relations	Turkey
Turkey	Reduce relations	Germany
Foreign Affairs (Russia)	Make an appeal or request	Syrian Social Nationalist Party
Russia	Host a visit	Syrian Social Nationalist Party
Mikhail Bogdanov	Consult	Syrian Social Nationalist Party
Syrian Social Nationalist Party	Make a visit	Russia
Syrian Social Nationalist Party	Consult	Mikhail Bogdanov
